"treatment","microbe","time","15","30","45","60","75","90","105","120","135","150","165","180","195","210","225","240","255","270","285","300","315","330","345","360","375","390","405","420","435","450","465","480","495","510","525","540","555","570","585","600","615","630","645","660","675","690","705","720","735","750","765","780","795","810","825","840","855","870","885","900","915","930","945","960","975","990","1005","1020","1035","1050","1065","1080","1095","1110","1125","1140","1155","1170","1185","1200","1215","1230","1245","1260","1275","1290","1305","1320","1335","1350","1365","1380","1395","1410"
"","","C1",0.094,0.094,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093
"","","C10",0.089,0.089,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.089,0.088,0.088,0.088,0.088,0.088,0.089,0.088,0.088,0.088,0.088,0.088,0.089,0.088,0.088,0.089,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088
"","","C11",0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088,0.088
"","","C12",0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087,0.087
"dufours","s17-1","C2",0.948,0.915,0.906,0.885,0.883,0.901,0.865,0.855,0.857,0.864,0.858,0.877,0.881,0.887,0.897,0.908,0.919,0.9,0.907,0.916,0.908,0.91,0.922,0.925,0.919,0.926,0.938,0.947,0.952,0.958,0.969,0.972,0.973,0.983,0.983,0.983,0.988,1.004,1.008,1.018,1.031,1.062,1.088,1.106,1.126,1.138,1.157,1.169,1.192,1.199,1.208,1.222,1.234,1.246,1.258,1.269,1.309,1.33,1.367,1.379,1.402,1.407,1.422,1.432,1.446,1.465,1.481,1.5,1.518,1.541,1.558,1.583,1.601,1.624,1.645,1.666,1.688,1.708,1.726,1.743,1.757,1.768,1.778,1.783,1.79,1.795,1.801,1.804,1.806,1.809,1.81,1.811,1.813,1.814
"control","s17-1","C3",0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.094,0.094,0.094,0.094,0.095,0.095,0.096,0.097,0.098,0.1,0.102,0.105,0.108,0.113,0.119,0.127,0.136,0.144,0.151,0.159,0.166,0.175,0.183,0.192,0.2,0.21,0.218,0.23,0.242,0.255,0.268,0.278,0.291,0.306,0.327,0.349,0.372,0.401,0.431,0.453,0.495,0.529,0.545,0.568,0.586,0.626,0.64,0.679,0.691,0.723,0.739,0.754,0.785,0.801,0.838,0.851,0.87,0.892,0.91,0.932,0.954,0.981,1.002,1.026,1.038,1.061,1.081,1.1,1.12,1.136,1.152,1.167,1.181,1.198,1.213,1.23,1.243,1.26,1.28
"dufours","s17-1","C4",0.746,0.71,0.704,0.677,0.66,0.643,0.723,0.639,0.637,0.633,0.639,0.66,0.675,0.699,0.67,0.683,0.696,0.726,0.703,0.702,0.711,0.714,0.716,0.723,0.72,0.722,0.73,0.738,0.739,0.751,0.756,0.758,0.771,0.776,0.791,0.789,0.81,0.822,0.847,0.878,0.889,0.912,0.926,0.946,0.962,1.019,1.046,1.059,1.068,1.089,1.096,1.103,1.112,1.118,1.125,1.175,1.21,1.218,1.235,1.246,1.262,1.277,1.293,1.31,1.339,1.354,1.376,1.4,1.423,1.442,1.463,1.487,1.507,1.539,1.557,1.581,1.596,1.616,1.627,1.645,1.659,1.665,1.677,1.684,1.686,1.688,1.694,1.702,1.699,1.701,1.7,1.702,1.704,1.705
"control","s17-1","C5",0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.093,0.094,0.094,0.095,0.096,0.097,0.099,0.101,0.103,0.107,0.111,0.117,0.124,0.133,0.141,0.149,0.157,0.164,0.171,0.179,0.186,0.193,0.201,0.208,0.217,0.226,0.236,0.248,0.258,0.271,0.283,0.296,0.31,0.328,0.344,0.37,0.401,0.427,0.461,0.489,0.511,0.541,0.572,0.587,0.613,0.623,0.656,0.689,0.7,0.727,0.75,0.794,0.794,0.824,0.833,0.857,0.875,0.902,0.93,0.946,0.965,0.988,1.01,1.029,1.049,1.073,1.086,1.106,1.121,1.14,1.156,1.177,1.195,1.208,1.226,1.245
"dufours","s17-1","C6",0.493,0.488,0.499,0.492,0.568,0.513,0.507,0.484,0.522,0.494,0.496,0.476,0.481,0.482,0.465,0.479,0.478,0.481,0.495,0.485,0.495,0.496,0.49,0.493,0.503,0.5,0.508,0.518,0.521,0.529,0.537,0.542,0.547,0.557,0.568,0.592,0.599,0.611,0.619,0.63,0.639,0.657,0.675,0.698,0.715,0.741,0.758,0.777,0.793,0.806,0.82,0.83,0.851,0.891,0.905,0.923,0.944,0.966,0.988,1.011,1.035,1.06,1.09,1.116,1.14,1.177,1.203,1.232,1.265,1.296,1.322,1.35,1.371,1.403,1.426,1.447,1.465,1.488,1.504,1.514,1.526,1.536,1.538,1.547,1.551,1.558,1.561,1.567,1.567,1.566,1.568,1.568,1.574,1.571
"sternal","s17-1","C7",0.135,0.138,0.137,0.136,0.14,0.141,0.141,0.14,0.14,0.14,0.142,0.143,0.142,0.142,0.143,0.15,0.152,0.16,0.169,0.181,0.199,0.226,0.265,0.314,0.366,0.416,0.465,0.512,0.556,0.597,0.63,0.663,0.696,0.729,0.762,0.791,0.821,0.848,0.878,0.904,0.928,0.952,0.972,0.995,1.012,1.037,1.058,1.089,1.109,1.132,1.151,1.172,1.187,1.208,1.223,1.241,1.255,1.264,1.272,1.277,1.283,1.286,1.288,1.289,1.29,1.29,1.289,1.288,1.286,1.285,1.281,1.279,1.274,1.271,1.267,1.263,1.26,1.256,1.251,1.246,1.242,1.236,1.231,1.226,1.22,1.214,1.207,1.2,1.193,1.186,1.178,1.171,1.164,1.156
