"treatment","microbe","species","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"gland","e. coli","a_regularis",TRUE,"logistic",FALSE,FALSE,0,0.00303219328531686,549.867210419247,1.23010796033261,2524.45376829639,0.000105312472801716,8.03779725370034,0.00480081353352744,0.00285895426755804,0.00320543230307569,536.64503393691,563.089386901585,1.22221062206995,1.23800529859526,0.0028257808386255,0.00323860573200823,534.113127801995,565.6212930365,1.22069836580689,1.23951755485832,0.00327890368353009,566.917964920481,1.30074052142854,2524.68671266147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gland","s. mar","a_regularis",TRUE,"logistic",FALSE,FALSE,0,0.0038618012175006,396.968535003101,1.18739303234349,2676.64896628489,0.000261969850634273,11.9315312153201,0.00730438584773774,0.00343086081320723,0.00429274162179398,377.341166153899,416.595903852302,1.17537731762396,1.19940874706302,0.00334834031025743,0.00437526212474378,373.582733821073,420.354336185128,1.17307643608192,1.20170962860505,0.00349357752604274,388.518579871403,1.29223748967961,2674.32711668838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscle","e. coli","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.00230266302645476,396.634299652592,1.54887217774454,3164.17001183704,3.09965001985045e-05,5.17241473371564,0.00352922006008485,0.00225167378362822,0.0023536522692813,388.12567741563,405.142921889554,1.5430666107457,1.55467774474338,0.00224190988606569,0.00236341616684383,386.49636677451,406.772232530675,1.54195490642677,1.55578944906231,0.00298464955879039,534.833959665815,1.58046058236881,3160.739863962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spin","s. mar","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.0036358069402628,258.003254559456,1.56857808492835,3620.42546847673,0.000138480280168373,9.04401545681463,0.00675831349062669,0.00340800687938582,0.00386360700113977,243.125849132996,272.880659985916,1.55746065923627,1.57969551062044,0.00336438559113278,0.00390722828939281,240.276984264099,275.729524854813,1.55533179048673,1.58182437936998,0.00501805492810459,267.040338831463,1.65206826065385,3618.77141486742,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"spin","s. mar","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.00302646808732765,287.651310612433,1.53654453765749,3442.92628439036,0.000100226422435846,9.54991794554643,0.0065550081682083,0.00286159562242068,0.00319134055223462,271.941695592009,303.360925632857,1.52576154922079,1.54732752609419,0.00283002429935339,0.00322291187530191,268.933471439162,306.369149785704,1.5236967216478,1.54939235366718,0.00441344077105119,292.669831878979,1.61430615256835,3440.00881891136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gland","e. coli","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.00172012309088864,555.864331805753,0.697502679549781,1421.08147350684,6.47106952895703e-05,9.21466725791816,0.00305986774659472,0.0016136739971373,0.00182657218463999,540.706204166477,571.022459445028,0.692469197106633,0.702536161992929,0.00159329012812109,0.0018469560536562,537.803583980233,573.925079631272,0.691505338766455,0.703500020333107,0.00153446186051148,532.103849233477,0.747417647474582,1419.11858870653,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscle","e. coli","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.00263441352844384,425.738405938366,1.50907290264064,3132.19710423662,5.41688507947952e-05,6.98021955704668,0.00454087090937185,0.0025453057688864,0.00272352128800128,414.255944767025,437.220867109708,1.50160316999473,1.51654263528656,0.00252824258088604,0.00274058447600164,412.057175606555,439.419636270178,1.50017279565828,1.51797300962301,0.00397264425477203,463.849673636585,1.56015228244925,3130.22990449995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"gland","e. coli","a_regularis",TRUE,"richards",FALSE,FALSE,0,0.00327635494155523,565.946014000537,1.20178411894927,2484.70127372149,0.00016935515155977,12.553412550806,0.00607249437273792,0.00299776571723941,0.00355494416587105,545.295650354461,586.596377646613,1.19179486570611,1.21177337219242,0.00294441884449808,0.00360829103861238,541.341325400957,590.550702600117,1.1898820299787,1.21368620791983,0.00345366425167229,576.042409350453,1.3019284804189,2481.19498687616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscle","e. coli","a_regularis",TRUE,"logistic",FALSE,FALSE,0,0.00244657858964043,413.257522835523,1.58056775632645,3266.84562496905,5.06015714912528e-05,7.5731917099339,0.00488267392192589,0.00236333900453732,0.00252981817474354,400.799622472682,425.715423198365,1.57253575772488,1.58859975492802,0.00234739950951757,0.00254575766976328,398.414067084053,428.100978586994,1.57099771543947,1.59013779721342,0.00371844532878626,610.979608488983,1.62955969716229,3261.52039795268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscle","s. mar","a_regularis",TRUE,"gompertz",FALSE,FALSE,0,0.00311927944867955,274.519138539345,1.48550483638861,3348.56329465306,0.00012263891765584,10.128745766103,0.00727999997917584,0.0029175384291357,0.00332102046822341,257.857351754106,291.180925324585,1.47352923642286,1.49748043635435,0.00287890717007411,0.003359651727285,254.666796837783,294.371480240907,1.47123603642942,1.49977363634779,0.00523010694597924,291.116228307657,1.57590051831191,3348.55118268864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"muscle","e. coli","a_regularis",TRUE,"logistic",FALSE,FALSE,0,0.0018062376737491,385.187198717486,0.947068246380086,2042.44540128892,0.00010218060954156,16.8800801324595,0.00681592536132604,0.00163815057105324,0.00197432477644497,357.41946689959,412.954930535382,0.935856049160704,0.958280443599467,0.00160596367904764,0.00200651166845056,352.102241657866,418.272155777107,0.933709032671887,0.960427460088285,0.00209017016315328,365.305936603388,1.08336590852431,2038.02605849705,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
