"treatment","microbe","species","reliability","used.model","log.x","log.y","nboot.gc","mu.model","lambda.model","A.model","integral.model","stdmu.model","stdlambda.model","stdA.model","ci90.mu.model.lo","ci90.mu.model.up","ci90.lambda.model.lo","ci90.lambda.model.up","ci90.A.model.lo","ci90.A.model.up","ci95.mu.model.lo","ci95.mu.model.up","ci95.lambda.model.lo","ci95.lambda.model.up","ci95.A.model.lo","ci95.A.model.up","mu.spline","lambda.spline","A.spline","integral.spline","mu.bt","lambda.bt","A.bt","integral.bt","stdmu.bt","stdlambda.bt","stdA.bt","stdintegral.bt","ci90.mu.bt.lo","ci90.mu.bt.up","ci90.lambda.bt.lo","ci90.lambda.bt.up","ci90.A.bt.lo","ci90.A.bt.up","ci90.integral.bt.lo","ci90.integral.bt.up","ci95.mu.bt.lo","ci95.mu.bt.up","ci95.lambda.bt.lo","ci95.lambda.bt.up","ci95.A.bt.lo","ci95.A.bt.up","ci95.integral.bt.lo","ci95.integral.bt.up"
"low dufours","s. mar","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00367867888295964,285.494054516002,1.4930164272643,3591.6409140663,0.000191738941895825,12.0821451782883,0.00794845407388468,0.00336326832354101,0.00399408944237828,265.618925697718,305.369183334286,1.47994122031276,1.50609163421584,0.00330287055684383,0.00405448720907546,261.813049966557,309.175059065447,1.47743745727948,1.50859539724911,0.00559230101661325,265.885885487808,1.61025772559572,3585.25709981004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","s. mar","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00367635154361292,308.007954909987,1.45426564377105,3473.53747974049,0.000167115743163697,10.2720636942507,0.00668657837392942,0.00340144614610864,0.00395125694111721,291.110410132944,324.905499687029,1.44326622234594,1.46526506519616,0.00334880468701208,0.00400389840021377,287.874710069255,328.141199750718,1.44115995015815,1.46737133738395,0.0043463178193817,268.344997811111,1.55450616264409,3468.73491394623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00368432809338002,279.346286496835,1.67997482023324,3967.70269381437,0.000126617892372805,8.52568959665792,0.00665274652627233,0.00347604166042676,0.00389261452633329,265.321527110333,293.371045883337,1.66903105219752,1.69091858826895,0.00343615702432933,0.00393249916243072,262.635934887385,296.056638106284,1.66693543704174,1.69301420342473,0.00382547204433053,276.766801958846,1.76246074890314,3966.49756105626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","e. coli","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00191177922737247,482.139835274434,1.2118844138501,2538.64008799546,5.18548434931293e-05,9.75203512026557,0.0048149073842479,0.00182647800982627,0.00199708044491867,466.097737501597,498.181933047271,1.20396389120301,1.21980493649719,0.00181014373412594,0.002013414720619,463.025846438713,501.253824110154,1.20244719537697,1.22132163232322,0.00168473537319739,431.908388810369,1.29707637547531,2534.05305646304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00315262815549618,568.807326008505,1.42100723172335,3007.37359902106,0.000126724525702347,12.0319717589845,0.00619280463141764,0.00294416631071582,0.00336109000027654,549.014732464976,588.599919552035,1.41082006810467,1.43119439534203,0.00290424808511958,0.00340100822587278,545.224661360896,592.389990656115,1.40886933464577,1.43314512880093,0.0034568176511919,593.978413456457,1.51766738313773,3007.38004683554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00254688418087049,491.918166741292,1.61621748211159,3348.44001927376,4.06148560696029e-05,6.11275590806686,0.00402086367965277,0.002480072742636,0.00261369561910499,481.862683272522,501.973650210062,1.60960316135856,1.62283180286462,0.00246727906297407,0.00262648929876691,479.937165161481,503.899168321103,1.60833658929947,1.62409837492371,0.00268985061941977,522.374596989475,1.65896845846988,3345.08057567584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00267005657071118,459.334898257777,1.6473227996244,3476.2459553372,3.93794459275582e-05,5.42829380004932,0.00369343535060907,0.00260527738216035,0.00273483575926201,450.405354956696,468.264441558859,1.64124709847265,1.65339850077615,0.00259287285669317,0.00274724028472919,448.695442409681,469.974354105874,1.6400836663372,1.65456193291159,0.00329964064728558,535.013117286297,1.69106339295218,3474.66399598324,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00265575418427066,500.190523802095,1.62248912601228,3378.19453047827,4.49423624776971e-05,6.38347480285904,0.00407709208896685,0.00258182399799485,0.00272968437054647,489.689707751392,510.691339852798,1.61578230952593,1.62919594249863,0.00256766715381437,0.00274384121472695,487.678913188491,512.702134415699,1.61449802551791,1.63048022650666,0.00367628778270146,599.637569422296,1.66892633614987,3374.26474818493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00278740835411532,514.487043222359,1.59430890473098,3325.83983938219,5.41446856045031e-05,6.8181624355221,0.00441121686358245,0.00269834034629591,0.00287647636193473,503.271166015925,525.702920428792,1.58705245299039,1.60156535647158,0.00268128477033049,0.00289353193790015,501.123444848735,527.850641595982,1.58566291967836,1.60295488978361,0.00340356499976425,576.973327942246,1.64745944353156,3323.64884552756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00286645878793896,557.611172180836,1.42702384682248,3020.6996813079,8.07299589925018e-05,9.58208794265129,0.00434238330591119,0.00273365800539629,0.00299925957048163,541.848637515174,573.373706846497,1.41988062628425,1.4341670673607,0.00270822806831366,0.00302468950756426,538.830279813239,576.392064548432,1.41851277554289,1.43553491810206,0.00311737139552311,583.769976394289,1.49207975229878,3018.56576815501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.0028091040388455,497.720837867574,1.5047289978458,3227.05739849856,7.77935440535691e-05,9.79282182081364,0.00505125236759749,0.00268113365887738,0.00293707441881362,481.611645972335,513.830029762812,1.49641968770111,1.5130383079905,0.00265662869250051,0.0029615793851905,478.526907098779,516.914768636368,1.49482854320531,1.51462945248629,0.00305580704959414,537.664263451436,1.57288963626406,3220.95765412263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00284380914352679,456.621593537971,1.50988090895606,3310.19836896994,8.27699494076053e-05,10.3369882687666,0.00508890439819494,0.00270765257675128,0.0029799657103023,439.617247835849,473.625939240092,1.50150966122103,1.51825215669109,0.00268158004268788,0.00300603824436569,436.361096531188,476.882090544753,1.4999066563356,1.51985516157652,0.0028590532274648,472.018498089518,1.58701728836969,3304.40016475761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00367910667085013,275.186670092065,1.63697747477599,3865.96584088159,0.000130034001530383,8.53182173618338,0.00672273327537285,0.00346520073833265,0.00389301260336761,261.151823336043,289.221516848086,1.625918578538,1.64803637101398,0.00342424002785058,0.00393397331384968,258.464299489145,291.909040694984,1.62380091755626,1.65015403199572,0.00385943787942805,262.973298458264,1.72769503534798,3866.69166028649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00371558294296674,287.319085097091,1.49507601636686,3575.12856364544,0.000165919371325348,10.428035185177,0.007094944413871,0.00344264557713654,0.00398852030879694,270.164967217475,304.473202976707,1.48340483280604,1.50674719992767,0.00339038097516906,0.00404078491076442,266.880136134144,307.758034060038,1.48116992531567,1.50898210741804,0.0047428221818486,272.99090288372,1.59748375964362,3572.74715982446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00339986246041902,279.350171284605,1.59580117640802,3764.10522631255,0.000118481421136635,9.21376638263341,0.00657245393225115,0.00320496052264926,0.00359476439818878,264.193525585173,294.506816984037,1.58498948968946,1.60661286312657,0.00316763887499122,0.00363208604584682,261.291189174643,297.409153394566,1.5829191667008,1.60868318611523,0.00412075294815459,261.599119760048,1.67802541049336,3761.61732386153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00299387764819695,565.081508933869,1.3934541543653,2954.40481168515,0.000123142990892083,12.9559038729231,0.00607591176441825,0.00279130742817947,0.00319644786821442,543.769047062911,586.393970804828,1.38345927951283,1.40344902921777,0.00275251738604846,0.00323523791034543,539.68793734294,590.475080524799,1.38154536730704,1.40536294142356,0.00327186593742013,588.845617237286,1.48596691189667,2951.42856561162,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00319755823258534,272.599725413676,1.61560085721433,3785.58034374197,0.000100599947557774,8.78764781771537,0.00632236429931825,0.00303207131885281,0.00336304514631788,258.144044753535,287.055406073818,1.60520056794195,1.62600114648671,0.00300038233537211,0.00339473412979858,255.375935690954,289.823515136399,1.60320902318767,1.62799269124099,0.0043314519241463,267.065781033001,1.69229729111421,3782.98466964039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00239783261120404,439.616845584749,1.64273787879207,3448.15657983225,2.69535624867575e-05,4.67562233780644,0.00300681189371866,0.00235349400091333,0.00244217122149476,431.925446839058,447.308244330441,1.6377916732269,1.64768408435723,0.00234500362873,0.00245066159367809,430.452625802649,448.78106536685,1.63684452748038,1.64863123010376,0.00229346116875526,441.08816662536,1.6700548880218,3443.5826394374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.0034575864905708,285.050595840292,1.64787160247835,3861.86201229011,0.000113197199240596,8.4187157901668,0.00641952105106443,0.00327137709782002,0.00364379588332158,271.201808365468,298.899383315117,1.63731149034935,1.65843171460735,0.00323571998005924,0.00367945300108237,268.549912891565,301.551278789019,1.63528934121827,1.66045386373844,0.00442462307474487,273.376044379404,1.72748980171995,3860.56077331007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00230309044673757,413.952200667715,1.63707433919322,3429.05960437568,2.6022455782966e-05,4.58438320532219,0.00320925641531399,0.00226028350697459,0.00234589738650055,406.41089029496,421.49351104047,1.63179511239002,1.64235356599641,0.00225208643340296,0.00235409446007218,404.966809585284,422.937591750147,1.6307841966192,1.64336448176723,0.00242522299271875,468.732293873954,1.66756236412153,3425.79940722313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","s. mar","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00378768540531334,303.097126056799,1.4969747043241,3583.1147714379,0.000203741857225217,12.1446458440727,0.00812968765787344,0.00345253005017786,0.00412284076044883,283.1191836433,323.075068470299,1.4836013681269,1.5103480405213,0.00338835136515192,0.00418701944547477,279.293620202417,326.900631911182,1.48104051651467,1.51290889213353,0.00382518366182149,315.430943407346,1.61834068840383,3578.88490024905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00249661766262647,429.418038639931,1.62474535317755,3474.48222307085,4.12597729445206e-05,6.09892492189506,0.00394166337316155,0.00242874533613274,0.00256448998912021,419.385307143414,439.450770136449,1.6182613169287,1.6312293894264,0.00241574850765521,0.00257748681759773,417.464145793017,441.371931486846,1.61701969296616,1.63247101338895,0.00276309389916736,484.321771563489,1.6717507737927,3466.76577013863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00267376656236768,555.555554611043,1.42886485801992,3001.61016625024,8.21941550963267e-05,11.1866891205125,0.00502979735837164,0.00253855717723423,0.00280897594750114,537.1534510078,573.957658214287,1.4205908413654,1.43713887467444,0.00251266601837888,0.00283486710635648,533.629643934839,577.481465287248,1.41900645519751,1.43872326084233,0.00277912092712987,576.289918125623,1.49633252083285,2997.24162514332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00245088059571873,449.829716728892,1.61187383703933,3379.20121302726,3.5627512909029e-05,5.66414267098858,0.00376632929354912,0.00239227333698338,0.00250948785445408,440.512202035116,459.147231422668,1.60567822535144,1.61806944872721,0.00238105067041704,0.00252071052102043,438.727997093755,460.93143636403,1.60449183162397,1.61925584245468,0.00291536837755689,531.444282782889,1.65270698020265,3375.68237696183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","e. coli","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00205676536796678,471.300332404359,1.08274269137753,2338.64852821455,7.69327812627907e-05,11.206243966304,0.00516736915800582,0.00193021094278948,0.00218331979314407,452.866061079789,489.73460372893,1.07424236911261,1.09124301364245,0.00190597711669171,0.00220755361924184,449.336094230403,493.264570578315,1.07261464782784,1.09287073492722,0.00200430522347544,440.684497086475,1.18157453095116,2335.11912752482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00285326958262926,571.148466783892,1.37953248175643,2905.13002456477,0.000112053459528137,12.8473669848763,0.00590610431400572,0.00266894164170547,0.00303759752355304,550.014548093771,592.282385474014,1.36981694015989,1.38924802335297,0.00263364480195411,0.00307289436330441,545.967627493535,596.32930607425,1.36795651730098,1.39110844621188,0.00324466994410783,614.582985936178,1.46613001590597,2900.02225095909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00249629278714671,465.270706698175,1.60887551708057,3388.5312745286,4.71566197370842e-05,6.90389164130829,0.00448290115832597,0.0024187201476792,0.00257386542661421,453.913804948223,476.627608448127,1.60150114467512,1.61624988948601,0.00240386581246202,0.00258871976183139,451.739079081211,478.802334315139,1.60008903081025,1.61766200335089,0.00348402778870736,489.940696380236,1.66096399093865,3381.98034543869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00236248903378404,442.687319314833,1.6240279832996,3407.27820029998,3.45630814240992e-05,6.17061776117595,0.00384339863266227,0.0023056327648414,0.00241934530272669,432.536653097698,452.837985531967,1.61770559254887,1.63035037405033,0.00229474539419281,0.00243023267337528,430.592908502928,454.781730126738,1.61649492197958,1.63156104461961,0.00278428446793957,523.74835582575,1.66238425165889,3402.01364518336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00294412804326868,502.584878235335,1.51210593719433,3251.50697602155,9.25903210353409e-05,10.6631556860375,0.00560293613318553,0.00279181696516555,0.00309643912137182,485.043987131803,520.125769338866,1.50288910725524,1.52132276713342,0.00276265101403941,0.00312560507249795,481.685093090701,523.484663379968,1.50112418237329,1.52308769201538,0.00334324212431109,547.702989365965,1.59076132360792,3247.05194372896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00356312134440389,279.952871414029,1.64244718187622,3872.31125521689,0.000109763833427063,7.67769744685498,0.00586887322282254,0.00338255983841637,0.00374368285039141,267.323059113952,292.582683714105,1.63279288542468,1.65210147832776,0.00334798423088685,0.00377825845792094,264.904584418193,295.001158409865,1.63094419035949,1.65395017339295,0.00391127799965878,294.677068317723,1.71379399454824,3871.08497992921,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high dufours","s. mar","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00370042553063779,341.764357263514,1.34320394341136,3185.28433853654,0.000245080464476343,13.7418836786574,0.00860873318961263,0.0032972681665742,0.00410358289470137,319.158958612123,364.369755914906,1.32904257731445,1.35736530950827,0.00322006782026415,0.00418078324101142,314.830265253346,368.698449273683,1.32633082635972,1.360077060463,0.00422837473079133,383.65069213089,1.46915728001456,3182.95057361075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.0038085309693146,305.013816264179,1.58965990888982,3744.64993406552,0.000116807917437874,6.83250908703525,0.00528296470260598,0.00361638194512929,0.0040006799934999,293.774338816006,316.253293712352,1.58096943195403,1.59835038582561,0.00357958745113636,0.00403747448749283,291.622098453589,318.405534074768,1.57930529807271,1.60001451970693,0.00419032788208173,325.98985281723,1.65739627287753,3744.70224089335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00260414156625794,452.868843625474,1.62353005198124,3435.21368925818,4.2211274934294e-05,6.08998527785652,0.0039979672583515,0.00253470401899103,0.00267357911352485,442.8508178434,462.886869407548,1.61695339584125,1.63010670812122,0.00252140746738672,0.00268687566512916,440.932472480875,464.805214770073,1.61569403615487,1.6313660678076,0.00308864358124795,526.338994165372,1.66826531780339,3431.77933803387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00238926515775038,428.88392101556,1.63774013534025,3450.38299885019,3.05133431633737e-05,5.26598465936882,0.00342212241071899,0.00233907070824663,0.00243945960725413,420.221376250898,437.546465780222,1.63211074397462,1.64336952670588,0.00232945900515017,0.00244907131035059,418.562591083197,439.205250947923,1.63103277541524,1.64444749526526,0.00276823543164655,508.269947624958,1.67250490521226,3446.27835611646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00345206521841031,279.24121099152,1.57927456451579,3711.79042679421,9.16199972734612e-05,6.58230532954023,0.00496786020149997,0.00330135032289547,0.00360278011392516,268.413318724426,290.069103258613,1.57110243448432,1.58744669454726,0.00327249002375433,0.0036316404130663,266.339892545621,292.142529437419,1.56953755852085,1.58901157051073,0.00448543166456578,279.017978263636,1.63917919259825,3711.15791624747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00356775550709688,272.444633460648,1.6396495070153,3862.84833703235,9.60144869692486e-05,6.70443830639852,0.00523688327270813,0.00340981167603247,0.00372569933816129,261.415832446622,283.473434474673,1.63103483403169,1.6482641799989,0.00337956711263715,0.00375594390155661,259.303934380107,285.585332541189,1.62938521580079,1.64991379822981,0.00444360061860371,255.447058518747,1.70125692814152,3862.87676528506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00361835074358155,269.22747873406,1.68055925522127,3959.8756716566,9.10353856417269e-05,6.33279782513718,0.00505003499062148,0.00346859753420091,0.00376810395296219,258.810026311709,279.644931156411,1.6722519476617,1.68886656278084,0.00343992138772377,0.00379678009943934,256.815194996791,281.639762471329,1.67066118663965,1.69045732380289,0.00451724022464379,264.457200144306,1.74947533487711,3958.56483755458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00354003235007747,271.057278490869,1.65125189388014,3885.88482904809,0.000110059065298583,7.85809155643931,0.00615247904020677,0.0033589851876613,0.00372107951249364,258.130717880527,283.983839101212,1.641131065859,1.66137272190128,0.00332431658209225,0.00375574811806269,255.655419040248,286.45913794149,1.63919303496133,1.66331075279894,0.00419568331214709,260.093554817919,1.72683350504603,3886.54922708278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"high sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.0020997417060787,430.978189507655,1.58223194078688,3278.5423122802,2.50031178757204e-05,5.44941583270106,0.00333260498617525,0.00205861157717314,0.00214087183498426,422.013900462861,439.942478552448,1.57674980558462,1.58771407598914,0.00205073559504229,0.00214874781711512,420.29733447556,441.659044539749,1.57570003501398,1.58876384655978,0.00241989542252415,512.219601061146,1.61025283524971,3273.59402458422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","s. mar","a_wilkella",TRUE,"logistic",FALSE,FALSE,0,0.00364926069809013,303.877813657618,1.50219470263269,3581.92744554291,0.000188250594144162,12.1265148410077,0.00802557103267831,0.00333958847072298,0.00395893292545728,283.92969674416,323.825930571076,1.48899263828393,1.51539676698144,0.00328028953356757,0.00401823186261269,280.109844569243,327.645782745993,1.48646458340864,1.51792482185674,0.00345958790474481,301.988704778212,1.62179578751499,3575.35861016229,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","s. mar","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00375405827000659,283.510084556393,1.65556647945064,3922.52645972066,0.000135646745604268,8.91618685051326,0.00676786990684101,0.00353091937348757,0.00397719716652561,268.842957187298,298.177211925487,1.64443333345389,1.6666996254474,0.00348819064862223,0.00401992589139096,266.034358329387,300.985810783399,1.64230145443323,1.66883150446805,0.00574945140054665,280.03197838636,1.74151620557806,3920.82922870851,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low dufours","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00290214236139216,525.000610900239,1.46218307301597,3111.0782673022,8.5646663154811e-05,9.67611654102002,0.00518797623567743,0.00276125360050249,0.00304303112228182,509.083399190261,540.917822610216,1.45364885210828,1.47071729392366,0.00273427490160873,0.00307000982117559,506.035422479839,543.965799320638,1.45201463959404,1.4723515064379,0.00342915094860518,576.473302545173,1.53670477041797,3107.54172757643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.0030177582717981,251.311022930059,1.59392066064743,3725.34986103148,8.86463204290926e-05,8.37653260125795,0.00608839139092409,0.00287193507469225,0.00316358146890396,237.531626800989,265.090419059128,1.58390525680936,1.6039360644855,0.00284401148375708,0.00319150505983913,234.893019031593,267.729026828524,1.58198741352121,1.60585390777364,0.00413134719161699,253.467078919854,1.66069878584048,3724.56984795305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"c","s. mar","a_wilkella",TRUE,"gompertz",FALSE,FALSE,0,0.00352690976177388,267.192153005661,1.59923501809254,3781.7299442463,0.000108009037627578,7.5305974106524,0.00575195187808865,0.00334923489487652,0.00370458462867125,254.804320265138,279.579985746184,1.58977305725308,1.60869697893199,0.00331521204802383,0.00373860747552393,252.432182080782,281.95212393054,1.58796119241148,1.61050884377359,0.00426394110564431,252.103204223832,1.66819290066773,3782.43257252581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"low sternal","e. coli","a_wilkella",TRUE,"richards",FALSE,FALSE,0,0.00236451704332982,449.548412105557,1.60995961025683,3360.01096901852,2.99600784172258e-05,5.1604790432125,0.00335817894930622,0.00231523271433348,0.00241380137232615,441.059424079472,458.037400131641,1.60443540588523,1.61548381462844,0.00230579528963205,0.00242323879702758,439.43387318086,459.662951030253,1.60337757951619,1.61654164099748,0.0029004008291909,553.317534469305,1.64159056987419,3356.04868966329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
